timestamp,temperature,humidity,air_quality,noise_level
2025-05-10 09:55:06.489000+00:00,29.111426055431366,86.47124966979027,241.4611992239952,84.48770168423653
2025-05-10 10:05:06.489000+00:00,29.095587301254273,86.3714169383049,238.1562361419201,84.8727685213089
2025-05-10 10:15:06.489000+00:00,29.13553673028946,86.45766234993934,243.59054604172707,84.25250029563904
2025-05-10 10:25:06.489000+00:00,29.119520062208174,86.42425876259803,239.06855922937393,86.28756555914879
2025-05-10 10:35:06.489000+00:00,29.14083620905876,86.25413724184035,242.8433834016323,87.11870723962784
2025-05-10 10:45:06.489000+00:00,29.127604669332502,86.23181010484696,243.69638708233833,84.2044492661953
2025-05-10 10:55:06.489000+00:00,29.131344711780546,86.44140548110008,240.12102781236172,86.48463526368141
2025-05-10 11:05:06.489000+00:00,29.171307730674744,86.33691037297248,244.05337823927402,85.90675275027752
2025-05-10 11:15:06.489000+00:00,29.149783658981324,86.30724197626114,245.1362477093935,86.59529376029968
2025-05-10 11:25:06.489000+00:00,29.159776961803434,86.14209552407264,244.6421622633934,86.22631561756134
2025-05-10 11:35:06.489000+00:00,29.163097077608107,86.22495732903481,240.49279323220253,86.12095953524113
2025-05-10 11:45:06.489000+00:00,29.18271279335022,86.28243819475173,244.5189157575369,87.74056148529053
2025-05-10 11:55:06.489000+00:00,29.18417562842369,86.19275006055831,245.6451815366745,87.38538037240505
2025-05-10 12:05:06.489000+00:00,29.185726684331893,86.17451592087745,245.0344708263874,88.32974775135517
2025-05-10 12:15:06.489000+00:00,29.18667355775833,86.29350219964981,241.98207846283913,88.14427077770233
2025-05-10 12:25:06.489000+00:00,29.176201665401457,86.25131834745407,248.19869546592236,89.05368523299694
2025-05-10 12:35:06.489000+00:00,29.191876888275146,86.18387178778649,248.0545105189085,89.46476010978222
2025-05-10 12:45:06.489000+00:00,29.172147583961486,86.15343488454819,247.05629658699036,88.54608491063118
2025-05-10 12:55:06.489000+00:00,29.175167477130888,86.21692067980766,247.64708180725574,90.68813259899616
2025-05-10 13:05:06.489000+00:00,29.238634836673736,86.12398895025252,248.08980321884155,90.78213116526604
2025-05-10 13:15:06.489000+00:00,29.187979316711424,86.04935358762741,249.05173620581627,91.71081307530403
2025-05-10 13:25:06.489000+00:00,29.1855406165123,86.12179388403892,246.8604140728712,90.74373066425323
2025-05-10 13:35:06.489000+00:00,29.1998468875885,85.84134189486504,248.97974255681038,93.64032736420631
2025-05-10 13:45:06.489000+00:00,29.21465779542923,86.03605251312256,249.57770490646362,92.45708252489567
2025-05-10 13:55:06.489000+00:00,29.21096543073654,86.0096323788166,246.89363145828247,91.31672742962837
2025-05-10 14:05:06.489000+00:00,29.206054961681364,85.93312708735466,248.63449916243553,94.76828327775002
2025-05-10 14:15:06.489000+00:00,29.208314728736877,85.95931853652,250.96390382945538,92.32569152116776
2025-05-10 14:25:06.489000+00:00,29.20847622156143,86.05300321578979,247.7067965120077,92.94710893929005
2025-05-10 14:35:06.489000+00:00,29.22939803600311,86.02789296507835,253.53563852608204,94.63111270964146
2025-05-10 14:45:06.489000+00:00,29.25681014060974,85.95750616788864,251.24901251494884,92.44938091933727
2025-05-10 14:55:06.489000+00:00,29.24085519313812,85.96780477762222,246.37003454566002,95.24843066930771
2025-05-10 15:05:06.489000+00:00,29.250263226032256,85.88066173791886,252.78310230374336,97.57888543605804
2025-05-10 15:15:06.489000+00:00,29.246717405319213,85.8916541814804,251.41031880676746,94.6945467889309
2025-05-10 15:25:06.489000+00:00,29.234212470054626,85.90224525928497,251.82696290314198,93.68079775571823
2025-05-10 15:35:06.489000+00:00,29.24848997592926,85.76432322859763,247.14763513207436,93.34278732538223
2025-05-10 15:45:06.489000+00:00,29.310796308517457,85.91437335014344,250.41015309095383,93.1909796744585
2025-05-10 15:55:06.489000+00:00,29.24026041030884,85.78044164180756,248.50175315141678,93.12353350222111
2025-05-10 16:05:06.489000+00:00,29.259815311431883,85.69496006965637,252.5442434847355,94.62524577975273
2025-05-10 16:15:06.489000+00:00,29.27717159986496,85.80496228933335,253.35890325903893,94.56750389933586
2025-05-10 16:25:06.489000+00:00,29.244275987148285,85.74611086845398,254.98499865829945,96.04473367333412
2025-05-10 16:35:06.489000+00:00,29.261642467975616,85.69525253772736,254.68174332380295,94.7738746702671
2025-05-10 16:45:06.489000+00:00,29.26004407405853,85.79637648463249,255.78131413459778,96.36291213333607
2025-05-10 16:55:06.489000+00:00,29.28103882074356,85.81200641393661,255.9411627650261,97.37115041911602
2025-05-10 17:05:06.489000+00:00,29.26387437582016,85.76332914829254,253.67461048066616,95.37441173195839
2025-05-10 17:15:06.489000+00:00,29.245014595985413,85.75628035664558,249.79084464907646,94.22542761266232
2025-05-10 17:25:06.489000+00:00,29.267221105098724,85.71414161920548,256.6839030086994,95.26714704930782
2025-05-10 17:35:06.489000+00:00,29.282051038742065,85.67281805872916,255.4386401772499,96.08317449688911
2025-05-10 17:45:06.489000+00:00,29.28880293369293,85.70177395343781,253.3946653753519,97.06077437102795
2025-05-10 17:55:06.489000+00:00,29.270006346702576,85.68769659399986,255.79206129908562,97.26553224027157
2025-05-10 18:05:06.489000+00:00,29.26452465057373,85.71658092737198,257.2207794636488,97.76192289590836
2025-05-10 18:15:06.489000+00:00,29.286462759971617,85.60089424848556,256.78372810781,96.3422737121582
2025-05-10 18:25:06.489000+00:00,29.275294613838195,85.69191249012947,257.1523558497429,97.37658052146435
2025-05-10 18:35:06.489000+00:00,29.306264770030975,85.67657036185264,255.87238091230392,101.02835795283318
2025-05-10 18:45:06.489000+00:00,29.290379810333253,85.58755894899367,256.6069434285164,98.37096129357815
2025-05-10 18:55:06.489000+00:00,29.310723376274108,85.65913895368575,258.15265744924545,100.18939369916916
2025-05-10 19:05:06.489000+00:00,29.30495674610138,85.47162647247315,258.3783973157406,100.2310334444046
